t,x,y,psi,v,a,w
9.14,49.79,35.57,1.4518,11.28,6.00,-0.2032
9.16,49.82,35.80,1.4483,11.40,6.00,-0.1747
9.18,49.85,36.03,1.4453,11.52,6.00,-0.1503
9.20,49.87,36.26,1.4427,11.64,6.00,-0.1292
9.22,49.91,36.49,1.4405,11.76,6.00,-0.1111
9.24,49.94,36.73,1.4385,11.88,6.00,-0.0956
9.26,49.97,36.97,1.4369,12.00,6.00,-0.0822
9.28,50.00,37.21,1.4355,12.12,6.00,-0.0707
9.30,50.03,37.45,1.4343,12.24,6.00,-0.0608
9.32,50.07,37.69,1.4332,12.36,6.00,-0.0523
9.34,50.10,37.94,1.4323,12.48,6.00,-0.0450
9.36,50.14,38.19,1.4315,12.60,6.00,-0.0387
9.38,50.17,38.44,1.4309,12.72,6.00,-0.0333
9.40,50.21,38.70,1.4303,12.84,6.00,-0.0286
9.42,50.25,38.95,1.4298,12.96,6.00,-0.0246
9.44,50.28,39.21,1.4294,13.08,6.00,-0.0212
9.46,50.32,39.47,1.4290,13.20,6.00,-0.0182
9.48,50.36,39.74,1.4287,13.32,6.00,-0.0156
9.50,50.40,40.00,1.4284,13.44,6.00,-0.0135
9.52,50.43,40.27,1.4282,13.56,6.00,-0.0116
9.54,50.47,40.54,1.4280,13.68,6.00,-0.0100
9.56,50.51,40.82,1.4278,13.80,6.00,-0.0086
9.58,50.55,41.09,1.4277,13.92,6.00,-0.0074
9.60,50.59,41.37,1.4276,14.04,6.00,-0.0063
9.62,50.63,41.65,1.4275,13.99,-2.50,-0.0054
9.64,50.67,41.92,1.4274,13.94,-2.50,-0.0047
9.66,50.71,42.20,1.4273,13.89,-2.50,-0.0040
9.68,50.75,42.47,1.4272,13.84,-2.50,-0.0035
9.70,50.79,42.74,1.4272,13.79,-2.50,-0.0030
9.72,50.83,43.02,1.4271,13.74,-2.50,-0.0026
9.74,50.87,43.29,1.4271,13.69,-2.50,-0.0022
9.76,50.91,43.56,1.4270,13.64,-2.50,-0.0019
9.78,50.95,43.83,1.4270,13.59,-2.50,-0.0016
9.80,50.99,44.09,1.4270,13.54,-2.50,-0.0014
9.82,51.03,44.36,1.4269,13.49,-2.50,-0.0012
9.84,51.06,44.63,1.4320,13.44,-2.50,0.2510
9.86,51.10,44.89,1.4413,13.39,-2.50,0.4678
9.88,51.13,45.16,1.4544,13.34,-2.50,0.6543
9.90,51.15,45.42,1.4707,13.29,-2.50,0.8147
9.92,51.18,45.69,1.4898,13.24,-2.50,0.9527
9.94,51.19,45.95,1.5112,13.19,-2.50,1.0713
9.96,51.20,46.21,1.5346,13.14,-2.50,1.1733
9.98,51.20,46.47,1.5599,13.09,-2.50,1.2610
10.00,51.20,46.73,1.5866,13.04,-2.50,1.3365
10.02,51.19,46.99,1.6096,12.99,-2.50,1.1494
10.04,51.17,47.25,1.6294,12.94,-2.50,0.9885
10.06,51.16,47.51,1.6464,12.89,-2.50,0.8501
10.08,51.13,47.77,1.6610,12.84,-2.50,0.7311
10.10,51.11,48.02,1.6736,12.79,-2.50,0.6287
10.12,51.08,48.27,1.6844,12.74,-2.50,0.5407
10.14,51.04,48.52,1.6987,12.69,-2.50,0.7170
10.16,51.01,48.77,1.7161,12.64,-2.50,0.8686
10.18,50.97,49.02,1.7361,12.59,-2.50,0.9990
10.20,50.92,49.27,1.7583,12.54,-2.50,1.1112
10.22,50.87,49.51,1.7824,12.49,-2.50,1.2076
10.24,50.81,49.76,1.8082,12.44,-2.50,1.2905
10.26,50.74,49.99,1.8355,12.39,-2.50,1.3619
10.28,50.67,50.23,1.8639,12.34,-2.50,1.4232
10.30,50.60,50.46,1.8935,12.29,-2.50,1.4759
10.32,50.51,50.69,1.9239,12.24,-2.50,1.5213
10.34,50.42,50.92,1.9551,12.19,-2.50,1.5603
10.36,50.32,51.14,1.9870,12.14,-2.50,1.5939
10.38,50.22,51.36,2.0194,12.09,-2.50,1.6227
10.40,50.10,51.57,2.0524,12.04,-2.50,1.6476
10.42,49.99,51.78,2.0858,11.99,-2.50,1.6689
10.44,49.86,51.99,2.1195,11.94,-2.50,1.6873
10.46,49.73,52.18,2.1536,11.89,-2.50,1.7030
10.48,49.59,52.38,2.1879,11.84,-2.50,1.7166
10.50,49.45,52.56,2.2225,11.79,-2.50,1.7283
10.52,49.30,52.75,2.2572,11.74,-2.50,1.7383
10.54,49.15,52.92,2.2922,11.69,-2.50,1.7470
10.56,48.99,53.09,2.3273,11.64,-2.50,1.7544
10.58,48.82,53.25,2.3625,11.59,-2.50,1.7608
10.60,48.65,53.41,2.3978,11.54,-2.50,1.7663
10.62,48.48,53.56,2.4332,11.49,-2.50,1.7710
10.64,48.30,53.70,2.4687,11.44,-2.50,1.7750
10.66,48.12,53.84,2.5043,11.39,-2.50,1.7785
10.68,47.93,53.97,2.5399,11.34,-2.50,1.7815
10.70,47.74,54.09,2.5756,11.29,-2.50,1.7841
10.72,47.55,54.20,2.6113,11.24,-2.50,1.7864
10.74,47.35,54.31,2.6471,11.19,-2.50,1.7883
10.76,47.15,54.41,2.6829,11.14,-2.50,1.7899
10.78,46.95,54.50,2.7187,11.09,-2.50,1.7913
10.80,46.74,54.58,2.7546,11.04,-2.50,1.7925
10.82,46.54,54.66,2.7904,10.99,-2.50,1.7936
10.84,46.33,54.72,2.8263,10.94,-2.50,1.7945
10.86,46.12,54.78,2.8622,10.89,-2.50,1.7953
10.88,45.91,54.84,2.8982,10.84,-2.50,1.7959
10.90,45.70,54.88,2.9341,10.79,-2.50,1.7965
10.92,45.48,54.92,2.9700,10.74,-2.50,1.7970
10.94,45.27,54.95,3.0060,10.69,-2.50,1.7974
10.96,45.06,54.97,3.0419,10.64,-2.50,1.7978
10.98,44.85,54.98,3.0779,10.59,-2.50,1.7981
11.00,44.64,54.99,3.1139,10.54,-2.50,1.7983
11.02,44.43,54.99,-3.1334,10.49,-2.50,1.7986
11.04,44.22,54.98,-3.0974,10.44,-2.50,1.7988
11.06,44.01,54.96,-3.0614,10.39,-2.50,1.7989
11.08,43.81,54.94,-3.0254,10.34,-2.50,1.7991
11.10,43.60,54.90,-2.9894,10.29,-2.50,1.7992
11.12,43.40,54.87,-2.9534,10.24,-2.50,1.7993
11.14,43.20,54.82,-2.9175,10.19,-2.50,1.7994
11.16,43.01,54.77,-2.8815,10.14,-2.50,1.7995
11.18,42.82,54.71,-2.8455,10.09,-2.50,1.7996
11.20,42.63,54.64,-2.8095,10.04,-2.50,1.7996
11.22,42.44,54.57,-2.7735,9.99,-2.50,1.7997
11.24,42.26,54.49,-2.7375,9.94,-2.50,1.7997
11.26,42.08,54.41,-2.7065,9.89,-2.50,1.5478
11.28,41.90,54.32,-2.6799,9.84,-2.50,1.3311
11.30,41.73,54.23,-2.6570,9.79,-2.50,1.1447
11.32,41.56,54.14,-2.6373,9.74,-2.50,0.9845
11.34,41.39,54.04,-2.6204,9.69,-2.50,0.8466
11.36,41.22,53.94,-2.6058,9.64,-2.50,0.7281
11.38,41.06,53.84,-2.5933,9.59,-2.50,0.6262
11.40,40.90,53.74,-2.5825,9.54,-2.50,0.5385
11.42,40.74,53.64,-2.5783,9.49,-2.50,0.2111
11.44,40.58,53.54,-2.5797,9.44,-2.50,-0.0704
11.46,40.42,53.44,-2.5860,9.39,-2.50,-0.3126
11.48,40.26,53.34,-2.5964,9.34,-2.50,-0.5208
11.50,40.10,53.25,-2.6104,9.29,-2.50,-0.6999
11.52,39.94,53.16,-2.6275,9.24,-2.50,-0.8539
11.54,39.78,53.07,-2.6472,9.19,-2.50,-0.9864
11.56,39.61,52.99,-2.6692,9.14,-2.50,-1.1003
11.58,39.45,52.91,-2.6932,9.09,-2.50,-1.1982
11.60,39.28,52.84,-2.7188,9.04,-2.50,-1.2825
11.62,39.12,52.77,-2.7459,8.99,-2.50,-1.3549
11.64,38.95,52.70,-2.7743,8.94,-2.50,-1.4172
11.66,38.78,52.64,-2.8037,8.89,-2.50,-1.4708
11.68,38.61,52.59,-2.8340,8.84,-2.50,-1.5169
11.70,38.45,52.54,-2.8652,8.79,-2.50,-1.5565
11.72,38.28,52.50,-2.8970,8.74,-2.50,-1.5906
11.74,38.11,52.46,-2.9294,8.69,-2.50,-1.6199
11.76,37.94,52.43,-2.9623,8.64,-2.50,-1.6451
11.78,37.77,52.41,-2.9956,8.59,-2.50,-1.6668
11.80,37.60,52.39,-3.0293,8.54,-2.50,-1.6855
11.82,37.43,52.37,-3.0633,8.49,-2.50,-1.7015
11.84,37.26,52.37,-3.0977,8.44,-2.50,-1.7153
11.86,37.09,52.36,-3.1272,8.39,-2.50,-1.4752
11.88,36.92,52.37,3.1307,8.34,-2.50,-1.2686
11.90,36.76,52.37,3.1088,8.29,-2.50,-1.0910
11.92,36.59,52.38,3.0901,8.24,-2.50,-0.9383
11.94,36.43,52.39,3.0739,8.19,-2.50,-0.8069
11.96,36.27,52.40,3.0601,8.14,-2.50,-0.6940
11.98,36.11,52.42,3.0481,8.09,-2.50,-0.5968
12.00,35.95,52.44,3.0379,8.04,-2.50,-0.5132
12.02,35.79,52.45,3.0290,7.99,-2.50,-0.4414
12.04,35.63,52.47,3.0214,7.94,-2.50,-0.3796
12.06,35.47,52.49,3.0149,7.89,-2.50,-0.3265
12.08,35.32,52.51,3.0093,7.84,-2.50,-0.2808
12.10,35.16,52.54,3.0045,7.79,-2.50,-0.2414
12.12,35.01,52.56,3.0003,7.74,-2.50,-0.2076
12.14,34.86,52.58,2.9967,7.69,-2.50,-0.1786
12.16,34.71,52.60,2.9937,7.64,-2.50,-0.1536
12.18,34.56,52.62,2.9910,7.59,-2.50,-0.1321
12.20,34.41,52.65,2.9888,7.54,-2.50,-0.1136
12.22,34.26,52.67,2.9868,7.49,-2.50,-0.0977
12.24,34.11,52.69,2.9851,7.44,-2.50,-0.0840
12.26,33.97,52.72,2.9837,7.39,-2.50,-0.0722
12.28,33.82,52.74,2.9824,7.51,6.00,-0.0621
12.30,33.67,52.77,2.9814,7.63,6.00,-0.0534
12.32,33.52,52.79,2.9804,7.75,6.00,-0.0460
12.34,33.36,52.82,2.9797,7.87,6.00,-0.0395
12.36,33.20,52.84,2.9790,7.99,6.00,-0.0340
12.38,33.04,52.87,2.9784,8.11,6.00,-0.0292
12.40,32.88,52.89,2.9779,8.23,6.00,-0.0251
12.42,32.72,52.92,2.9775,8.35,6.00,-0.0216
12.44,32.55,52.95,2.9720,8.47,6.00,-0.2706
12.46,32.38,52.98,2.9623,8.59,6.00,-0.4847
12.48,32.21,53.01,2.9490,8.54,-2.50,-0.6688
12.50,32.05,53.05,2.9324,8.49,-2.50,-0.8272
12.52,31.88,53.09,2.9132,8.44,-2.50,-0.9634
12.54,31.72,53.13,2.8915,8.39,-2.50,-1.0805
12.56,31.56,53.17,2.8679,8.34,-2.50,-1.1813
12.58,31.40,53.22,2.8426,8.29,-2.50,-1.2679
12.60,31.24,53.28,2.8157,8.24,-2.50,-1.3424
12.62,31.09,53.33,2.7876,8.19,-2.50,-1.4064
12.64,30.94,53.39,2.7584,8.14,-2.50,-1.4615
12.66,30.79,53.46,2.7282,8.09,-2.50,-1.5089
12.68,30.65,53.53,2.6972,8.04,-2.50,-1.5497
12.70,30.50,53.60,2.6655,7.99,-2.50,-1.5847
12.72,30.36,53.68,2.6332,7.94,-2.50,-1.6149
12.74,30.23,53.76,2.6004,7.89,-2.50,-1.6408
12.76,30.10,53.84,2.5671,7.84,-2.50,-1.6631
12.78,29.97,53.93,2.5335,7.79,-2.50,-1.6822
12.80,29.85,54.03,2.4995,7.74,-2.50,-1.6987
12.82,29.73,54.12,2.4652,7.69,-2.50,-1.7129
12.84,29.61,54.22,2.4307,7.64,-2.50,-1.7251
12.86,29.50,54.32,2.3960,7.59,-2.50,-1.7356
12.88,29.39,54.43,2.3611,7.54,-2.50,-1.7446
12.90,29.29,54.54,2.3261,7.49,-2.50,-1.7524
12.92,29.19,54.65,2.2959,7.44,-2.50,-1.5070
12.94,29.10,54.76,2.2700,7.39,-2.50,-1.2960
12.96,29.00,54.88,2.2477,7.34,-2.50,-1.1146
12.98,28.91,54.99,2.2286,7.29,-2.50,-0.9586
13.00,28.83,55.11,2.2121,7.24,-2.50,-0.8244
13.02,28.74,55.23,2.1979,7.19,-2.50,-0.7089
13.04,28.66,55.34,2.1857,7.14,-2.50,-0.6097
13.06,28.58,55.46,2.1752,7.09,-2.50,-0.5243
13.08,28.50,55.58,2.1662,7.04,-2.50,-0.4509
13.10,28.42,55.69,2.1534,6.99,-2.50,-0.6398
13.12,28.35,55.81,2.1374,6.94,-2.50,-0.8022
13.14,28.28,55.93,2.1185,6.89,-2.50,-0.9419
13.16,28.21,56.05,2.0973,6.84,-2.50,-1.0620
13.18,28.14,56.17,2.0740,6.79,-2.50,-1.1654
13.20,28.08,56.28,2.0489,6.74,-2.50,-1.2542
13.22,28.02,56.41,2.0223,6.69,-2.50,-1.3306
13.24,27.97,56.53,1.9943,6.64,-2.50,-1.3963
13.26,27.92,56.65,1.9653,6.59,-2.50,-1.4528
13.28,27.87,56.77,1.9353,6.54,-2.50,-1.5014
13.30,27.83,56.89,1.9094,6.49,-2.50,-1.2912
13.32,27.79,57.02,1.8872,6.44,-2.50,-1.1105
13.34,27.75,57.14,1.8681,6.39,-2.50,-0.9550
13.36,27.72,57.26,1.8517,6.34,-2.50,-0.8213
13.38,27.68,57.38,1.8376,6.29,-2.50,-0.7063
13.40,27.65,57.50,1.8204,6.24,-2.50,-0.8594
13.42,27.62,57.62,1.8006,6.19,-2.50,-0.9911
13.44,27.60,57.74,1.7785,6.14,-2.50,-1.1044
13.46,27.58,57.86,1.7544,6.09,-2.50,-1.2017
13.48,27.56,57.98,1.7287,6.04,-2.50,-1.2855
13.50,27.54,58.10,1.7016,5.99,-2.50,-1.3575
13.52,27.53,58.22,1.6732,5.94,-2.50,-1.4195
13.54,27.52,58.34,1.6437,5.89,-2.50,-1.4728
13.56,27.52,58.45,1.6134,5.84,-2.50,-1.5186
13.58,27.51,58.57,1.5822,5.79,-2.50,-1.5580
13.60,27.52,58.68,1.5504,5.74,-2.50,-1.5919
13.62,27.52,58.80,1.5230,5.69,-2.50,-1.3690
13.64,27.53,58.91,1.4994,5.64,-2.50,-1.1773
13.66,27.54,59.02,1.4792,5.59,-2.50,-1.0125
13.68,27.55,59.13,1.4618,5.54,-2.50,-0.8708
13.70,27.57,59.24,1.4468,5.49,-2.50,-0.7489
13.72,27.58,59.35,1.4339,5.44,-2.50,-0.6440
13.74,27.60,59.45,1.4228,5.39,-2.50,-0.5538
13.76,27.61,59.56,1.4133,5.34,-2.50,-0.4763
13.78,27.63,59.66,1.4051,5.29,-2.50,-0.4096
13.80,27.65,59.77,1.3981,5.24,-2.50,-0.3523
13.82,27.67,59.87,1.3920,5.19,-2.50,-0.3030
13.84,27.69,59.97,1.3818,5.14,-2.50,-0.5125
13.86,27.71,60.07,1.3679,5.09,-2.50,-0.6928
13.88,27.73,60.17,1.3510,5.04,-2.50,-0.8478
13.90,27.75,60.27,1.3313,4.99,-2.50,-0.9811
13.92,27.78,60.36,1.3094,4.94,-2.50,-1.0958
13.94,27.81,60.45,1.2855,4.89,-2.50,-1.1943
13.96,27.84,60.55,1.2599,4.84,-2.50,-1.2791
13.98,27.87,60.64,1.2329,4.79,-2.50,-1.3521
14.00,27.90,60.73,1.2046,4.74,-2.50,-1.4148
14.02,27.94,60.81,1.1752,4.69,-2.50,-1.4687
14.04,27.98,60.90,1.1500,4.64,-2.50,-1.2631
14.06,28.01,60.98,1.1283,4.59,-2.50,-1.0863
14.08,28.06,61.06,1.1096,4.54,-2.50,-0.9342
14.10,28.10,61.14,1.0935,4.49,-2.50,-0.8034
14.12,28.14,61.22,1.0797,4.44,-2.50,-0.6909
14.14,28.18,61.30,1.0678,4.39,-2.50,-0.5942
14.16,28.22,61.37,1.0576,4.34,-2.50,-0.5110
14.18,28.27,61.45,1.0488,4.29,-2.50,-0.4395
14.20,28.31,61.52,1.0412,4.24,-2.50,-0.3779
14.22,28.35,61.59,1.0347,4.36,6.00,-0.3250
14.24,28.40,61.67,1.0291,4.48,6.00,-0.2795
14.26,28.45,61.75,1.0294,4.60,6.00,0.0116
14.28,28.50,61.83,1.0346,4.72,6.00,0.2620
14.30,28.54,61.91,1.0442,4.84,6.00,0.4773
14.32,28.59,62.00,1.0574,4.96,6.00,0.6625
14.34,28.64,62.09,1.0738,4.91,-2.50,0.8217
14.36,28.68,62.17,1.0930,4.86,-2.50,0.9587
14.38,28.73,62.26,1.1145,4.81,-2.50,1.0765
14.40,28.77,62.35,1.1381,4.76,-2.50,1.1778
14.42,28.80,62.43,1.1634,4.71,-2.50,1.2649
14.44,28.84,62.52,1.1902,4.66,-2.50,1.3398
14.46,28.87,62.61,1.2183,4.61,-2.50,1.4042
14.48,28.90,62.70,1.2475,4.73,6.00,1.4596
14.50,28.93,62.79,1.2726,4.85,6.00,1.2553
14.52,28.96,62.88,1.2942,4.97,6.00,1.0795
14.54,28.98,62.98,1.3127,5.09,6.00,0.9284
14.56,29.01,63.08,1.3287,5.21,6.00,0.7984
14.58,29.03,63.19,1.3424,5.33,6.00,0.6867
14.60,29.05,63.29,1.3542,5.45,6.00,0.5905
14.62,29.08,63.40,1.3644,5.57,6.00,0.5078
14.64,29.10,63.51,1.3731,5.69,6.00,0.4367
14.66,29.12,63.63,1.3807,5.81,6.00,0.3756
14.68,29.14,63.75,1.3871,5.93,6.00,0.3230
14.70,29.16,63.86,1.3927,6.05,6.00,0.2778
14.72,29.19,63.99,1.3974,6.17,6.00,0.2389
14.74,29.21,64.11,1.4016,6.29,6.00,0.2055
14.76,29.23,64.24,1.4051,6.41,6.00,0.1767
14.78,29.25,64.37,1.4081,6.53,6.00,0.1520
14.80,29.27,64.50,1.4107,6.65,6.00,0.1307
14.82,29.29,64.63,1.4130,6.77,6.00,0.1124
14.84,29.31,64.77,1.4149,6.89,6.00,0.0967
14.86,29.33,64.90,1.4166,7.01,6.00,0.0831
14.88,29.36,65.05,1.4180,7.13,6.00,0.0715
14.90,29.38,65.19,1.4192,7.25,6.00,0.0615
14.92,29.40,65.33,1.4203,7.37,6.00,0.0529
14.94,29.42,65.48,1.4212,7.49,6.00,0.0455
14.96,29.44,65.63,1.4270,7.61,6.00,0.2911
14.98,29.47,65.79,1.4371,7.73,6.00,0.5023
15.00,29.48,65.94,1.4508,7.85,6.00,0.6840
15.02,29.50,66.10,1.4676,7.97,6.00,0.8403
15.04,29.51,66.26,1.4871,8.09,6.00,0.9746
15.06,29.52,66.43,1.5089,8.21,6.00,1.0902
15.08,29.53,66.59,1.5327,8.33,6.00,1.1895
15.10,29.53,66.76,1.5582,8.45,6.00,1.2750
15.12,29.53,66.93,1.5801,8.57,6.00,1.0965
15.14,29.53,67.11,1.5989,8.69,6.00,0.9430
15.16,29.52,67.28,1.6152,8.81,6.00,0.8110
15.18,29.51,67.46,1.6291,8.93,6.00,0.6974
15.20,29.50,67.64,1.6411,9.05,6.00,0.5998
15.22,29.48,67.82,1.6514,9.17,6.00,0.5158
15.24,29.46,68.01,1.6603,9.29,6.00,0.4436
15.26,29.45,68.20,1.6679,9.41,6.00,0.3815
15.28,29.43,68.39,1.6745,9.53,6.00,0.3281
15.30,29.40,68.58,1.6801,9.65,6.00,0.2822
15.32,29.38,68.77,1.6850,9.77,6.00,0.2427
15.34,29.36,68.97,1.6892,9.89,6.00,0.2087
15.36,29.33,69.17,1.6927,10.01,6.00,0.1795
15.38,29.31,69.37,1.6958,10.13,6.00,0.1543
15.40,29.28,69.57,1.6985,10.25,6.00,0.1327
15.42,29.26,69.78,1.7008,10.37,6.00,0.1142
15.44,29.23,69.99,1.7027,10.49,6.00,0.0982
15.46,29.20,70.20,1.7044,10.61,6.00,0.0844
15.48,29.17,70.41,1.7059,10.73,6.00,0.0726
15.50,29.14,70.62,1.7071,10.85,6.00,0.0624
15.52,29.11,70.84,1.7082,10.97,6.00,0.0537
15.54,29.08,71.06,1.7091,10.92,-2.50,0.0462
15.56,29.05,71.27,1.7099,10.87,-2.50,0.0397
15.58,29.02,71.49,1.7106,10.82,-2.50,0.0342
15.60,28.99,71.70,1.7112,10.77,-2.50,0.0294
15.62,28.96,71.91,1.7117,10.72,-2.50,0.0253
15.64,28.93,72.12,1.7071,10.67,-2.50,-0.2303
15.66,28.91,72.33,1.6981,10.62,-2.50,-0.4500
15.68,28.88,72.54,1.6853,10.57,-2.50,-0.6390
15.70,28.86,72.75,1.6693,10.52,-2.50,-0.8016
15.72,28.84,72.96,1.6504,10.47,-2.50,-0.9413
15.74,28.83,73.17,1.6292,10.42,-2.50,-1.0616
15.76,28.82,73.38,1.6059,10.37,-2.50,-1.1649
15.78,28.82,73.58,1.5808,10.32,-2.50,-1.2538
15.80,28.82,73.79,1.5593,10.27,-2.50,-1.0783
15.82,28.83,73.99,1.5407,10.22,-2.50,-0.9273
15.84,28.84,74.20,1.5248,10.17,-2.50,-0.7975
15.86,28.85,74.40,1.5111,10.12,-2.50,-0.6859
15.88,28.87,74.60,1.4993,10.07,-2.50,-0.5898
15.90,28.88,74.80,1.4891,10.02,-2.50,-0.5073
15.92,28.90,75.00,1.4804,9.97,-2.50,-0.4362
15.94,28.92,75.20,1.4729,9.92,-2.50,-0.3752
15.96,28.94,75.39,1.4664,9.87,-2.50,-0.3226
15.98,28.96,75.59,1.4558,9.82,-2.50,-0.5295
16.00,28.99,75.78,1.4417,9.77,-2.50,-0.7074
16.02,29.02,75.97,1.4245,9.72,-2.50,-0.8603
16.04,29.05,76.16,1.4047,9.67,-2.50,-0.9919
16.06,29.09,76.35,1.3826,9.62,-2.50,-1.1050
16.08,29.13,76.54,1.3585,9.57,-2.50,-1.2023
16.10,29.17,76.73,1.3328,9.52,-2.50,-1.2860
16.12,29.22,76.91,1.3056,9.47,-2.50,-1.3580
16.14,29.27,77.09,1.2823,9.42,-2.50,-1.1678
16.16,29.33,77.27,1.2622,9.37,-2.50,-1.0043
16.18,29.39,77.44,1.2449,9.32,-2.50,-0.8637
16.20,29.45,77.62,1.2301,9.27,-2.50,-0.7428
16.22,29.52,77.79,1.2173,9.22,-2.50,-0.6388
16.24,29.58,77.96,1.2063,9.17,-2.50,-0.5494
16.26,29.65,78.13,1.1968,9.12,-2.50,-0.4725
16.28,29.72,78.30,1.1887,9.07,-2.50,-0.4063
16.30,29.78,78.47,1.1817,9.02,-2.50,-0.3494
16.32,29.85,78.63,1.1757,8.97,-2.50,-0.3005
16.34,29.92,78.80,1.1705,8.92,-2.50,-0.2584
16.36,29.99,78.96,1.1661,8.87,-2.50,-0.2223
16.38,30.06,79.12,1.1623,8.82,-2.50,-0.1911
16.40,30.13,79.28,1.1590,8.77,-2.50,-0.1644
16.42,30.20,79.44,1.1562,8.72,-2.50,-0.1414
16.44,30.27,79.60,1.1537,8.67,-2.50,-0.1216
16.46,30.34,79.76,1.1516,8.62,-2.50,-0.1046
16.48,30.41,79.92,1.1498,8.57,-2.50,-0.0899
16.50,30.48,80.07,1.1483,8.52,-2.50,-0.0773
16.52,30.55,80.23,1.1470,8.47,-2.50,-0.0665
16.54,30.62,80.38,1.1509,8.42,-2.50,0.1948
16.56,30.69,80.53,1.1593,8.37,-2.50,0.4195
16.58,30.75,80.69,1.1715,8.32,-2.50,0.6128
16.60,30.82,80.84,1.1871,8.27,-2.50,0.7790
16.62,30.87,80.99,1.2055,8.22,-2.50,0.9219
16.64,30.93,81.15,1.2264,8.17,-2.50,1.0449
16.66,30.98,81.30,1.2494,8.12,-2.50,1.1506
16.68,31.03,81.46,1.2743,8.07,-2.50,1.2415
16.70,31.07,81.61,1.3007,8.02,-2.50,1.3197
16.72,31.11,81.76,1.3284,7.97,-2.50,1.3869
16.74,31.14,81.92,1.3573,7.92,-2.50,1.4448
16.76,31.17,82.07,1.3872,7.87,-2.50,1.4945
16.78,31.19,82.23,1.4179,7.82,-2.50,1.5373
16.80,31.21,82.38,1.4494,7.77,-2.50,1.5741
16.82,31.23,82.54,1.4765,7.72,-2.50,1.3537
16.84,31.24,82.69,1.4998,7.67,-2.50,1.1642
16.86,31.25,82.84,1.5198,7.62,-2.50,1.0012
16.88,31.25,82.99,1.5370,7.57,-2.50,0.8610
16.90,31.25,83.14,1.5518,7.52,-2.50,0.7405
16.92,31.26,83.29,1.5646,7.47,-2.50,0.6368
16.94,31.26,83.44,1.5755,7.42,-2.50,0.5477
16.96,31.25,83.59,1.5849,7.37,-2.50,0.4710
16.98,31.25,83.73,1.5930,7.32,-2.50,0.4050
17.00,31.25,83.88,1.6000,7.27,-2.50,0.3483
17.02,31.24,84.02,1.6060,7.22,-2.50,0.2996
17.04,31.23,84.17,1.6111,7.17,-2.50,0.2576
17.06,31.23,84.31,1.6156,7.12,-2.50,0.2216
17.08,31.22,84.45,1.6194,7.07,-2.50,0.1905
17.10,31.21,84.59,1.6227,7.02,-2.50,0.1639
17.12,31.21,84.73,1.6255,6.97,-2.50,0.1409
17.14,31.20,84.87,1.6279,6.92,-2.50,0.1212
17.16,31.19,85.01,1.6300,6.87,-2.50,0.1042
17.18,31.18,85.14,1.6318,6.82,-2.50,0.0896
17.20,31.17,85.28,1.6333,6.77,-2.50,0.0771
17.22,31.17,85.41,1.6347,6.72,-2.50,0.0663
17.24,31.16,85.54,1.6308,6.67,-2.50,-0.1950
17.26,31.15,85.68,1.6224,6.62,-2.50,-0.4197
17.28,31.15,85.81,1.6101,6.57,-2.50,-0.6129
17.30,31.14,85.94,1.5945,6.52,-2.50,-0.7791
17.32,31.14,86.07,1.5761,6.47,-2.50,-0.9220
17.34,31.14,86.20,1.5552,6.42,-2.50,-1.0450
17.36,31.15,86.32,1.5322,6.37,-2.50,-1.1507
17.38,31.16,86.45,1.5073,6.32,-2.50,-1.2416
17.40,31.17,86.57,1.4809,6.27,-2.50,-1.3198
17.42,31.18,86.70,1.4532,6.22,-2.50,-1.3870
17.44,31.20,86.82,1.4243,6.17,-2.50,-1.4448
17.46,31.22,86.94,1.3944,6.12,-2.50,-1.4945
17.48,31.25,87.06,1.3637,6.07,-2.50,-1.5373
17.50,31.28,87.18,1.3322,6.02,-2.50,-1.5741
17.52,31.31,87.29,1.3001,5.97,-2.50,-1.6057
17.54,31.34,87.40,1.2674,5.92,-2.50,-1.6329
17.56,31.38,87.52,1.2343,5.87,-2.50,-1.6563
17.58,31.42,87.62,1.2008,5.82,-2.50,-1.6764
17.60,31.47,87.73,1.1669,5.77,-2.50,-1.6937
